"composer_name","composer_cat_name","composer_page_id","composer_ns"
"Lyons, Lorenzo","Category:Lyons, Lorenzo","429797","14"
"Lyra, Justus Wilhelm","Category:Lyra, Justus Wilhelm","128682","14"
"Lysenko, Mykola","Category:Lysenko, Mykola","254059","14"
"Lyster, Frederick","Category:Lyster, Frederick","328274","14"
"Lyubomirsky, Grigory","Category:Lyubomirsky, Grigory","230795","14"
"Lzicar, Slavoljub","Category:Lzicar, Slavoljub","363050","14"
"Maas, Louis","Category:Maas, Louis","316702","14"
"Maasalo, Armas","Category:Maasalo, Armas","432927","14"
"Maasmann, Alexander","Category:Maasmann, Alexander","67312","14"
"Mabellini, Teodulo","Category:Mabellini, Teodulo","343029","14"
"Mac-Master, Georges","Category:Mac-Master, Georges","168758","14"
"Macan, Karl Emanuel","Category:Macan, Karl Emanuel","134377","14"
"Macbeth, Allen","Category:Macbeth, Allen","385415","14"
"Maccann, John Hill","Category:Maccann, John Hill","199460","14"
"MacCunn, Hamish","Category:MacCunn, Hamish","53107","14"
"MacDermid, James G.","Category:MacDermid, James G.","462919","14"
"MacDermot, Cormack","Category:MacDermot, Cormack","255767","14"
"Macdonald, John","Category:Macdonald, John","436638","14"
"MacDowell, Edward","Category:MacDowell, Edward","67315","14"
"Mace, Thomas","Category:Mace, Thomas","193184","14"
"Macedo, Norberto","Category:Macedo, Norberto","387642","14"
"MacFadyen, Alexander","Category:MacFadyen, Alexander","161874","14"
"Macfarlane, Will C.","Category:Macfarlane, Will C.","89108","14"
"Macfarren, George Alexander","Category:Macfarren, George Alexander","153986","14"
"Macfarren, Walter","Category:Macfarren, Walter","70546","14"
"Machado, Augusto de Oliveira","Category:Machado, Augusto de Oliveira","361167","14"
"Machaut, Guillaume de","Category:Machaut, Guillaume de","29576","14"
"Machts, Carl","Category:Machts, Carl","314401","14"
"Machts, Ludwig","Category:Machts, Ludwig","288884","14"
"De Machy, Le Sieur","Category:De Machy, Le Sieur","396273","14"
"Macintyre, Duncan","Category:Macintyre, Duncan","74637","14"
"Macirone, Clara Angela","Category:Macirone, Clara Angela","417984","14"
"Mack, Albert A.","Category:Mack, Albert A.","456123","14"
"Mack, Edward","Category:Mack, Edward","165569","14"
"Mackenzie, Alexander Campbell","Category:Mackenzie, Alexander Campbell","67386","14"
"Mackintosh, Abraham","Category:Mackintosh, Abraham","164325","14"
"Mackor, David","Category:Mackor, David","213306","14"
"MacLean, Hector Roderick","Category:MacLean, Hector Roderick","345152","14"
"Macpherson, Charles","Category:Macpherson, Charles","446510","14"
"Macque, Giovanni de","Category:Macque, Giovanni de","255608","14"
"Macy, James Cartwright","Category:Macy, James Cartwright","315968","14"
"Madan, Martin","Category:Madan, Martin","426175","14"
"Madetoja, Leevi","Category:Madetoja, Leevi","25011","14"
"Magherini, Giuseppe Maria","Category:Magherini, Giuseppe Maria","110995","14"
"Magidovitch, Evan Isaac","Category:Magidovitch, Evan Isaac","461054","14"
"Magnard, Albéric","Category:Magnard, Albéric","25026","14"
"Magnelli, Giuseppe","Category:Magnelli, Giuseppe","343110","14"
"Magnenat, Stéphane","Category:Magnenat, Stéphane","13467","14"
"Magner, Charles","Category:Magner, Charles","433207","14"
"Magnus, Desiré","Category:Magnus, Desiré","420581","14"
"Magri, Pietro","Category:Magri, Pietro","291694","14"
"Magrou, Joseph","Category:Magrou, Joseph","427952","14"
"Mahaut, Antoine","Category:Mahaut, Antoine","230304","14"
"Maher, William Joseph","Category:Maher, William Joseph","460794","14"
"Mahler, Alma","Category:Mahler, Alma","245122","14"
"Mahler, Gustav","Category:Mahler, Gustav","1820","14"
"Mahler, Max","Category:Mahler, Max","99812","14"
"Mahler, Robert","Category:Mahler, Robert","91446","14"
"Mahoni","Category:Mahoni","207481","14"
"Mahu, Stephan","Category:Mahu, Stephan","118050","14"
"Maia de Aguiar, Paulo Cesar","Category:Maia de Aguiar, Paulo Cesar","142920","14"
"Maier, Amanda","Category:Maier, Amanda","138724","14"
"Maillard, Jean","Category:Maillard, Jean","329692","14"
"Maillart, Aimé","Category:Maillart, Aimé","56482","14"
"Mailly, Alphonse","Category:Mailly, Alphonse","143418","14"
"Mainerio, Giorgio","Category:Mainerio, Giorgio","67392","14"
"Maino, Ulises","Category:Maino, Ulises","189000","14"
"Mainwaring, John","Category:Mainwaring, John","221137","14"
"Maio, Giovan Tommaso di","Category:Maio, Giovan Tommaso di","221913","14"
"Maitland, Rollo F.","Category:Maitland, Rollo F.","155709","14"
"Majer, Beno","Category:Majer, Beno","61137","14"
"Majo, Giuseppe de","Category:Majo, Giuseppe de","125844","14"
"Majocchi, Luigi","Category:Majocchi, Luigi","67034","14"
"Major, Gyula","Category:Major, Gyula","149144","14"
"Major, John Herbert","Category:Major, John Herbert","459915","14"
"Mak, Raphael","Category:Mak, Raphael","52180","14"
"Maker, Frederick C.","Category:Maker, Frederick C.","458648","14"
"Maki, Naomi","Category:Maki, Naomi","440645","14"
"Makris, Andreas","Category:Makris, Andreas","208079","14"
"Malancioiu, Gabriel","Category:Malancioiu, Gabriel","179864","14"
"Malashkin, Leonid","Category:Malashkin, Leonid","461211","14"
"Malats, Joaquín","Category:Malats, Joaquín","81623","14"
"Malchinger","Category:Malchinger","132652","14"
"Malcolm, Alexander","Category:Malcolm, Alexander","139984","14"
"Maldeghem, Robert-Julien van","Category:Maldeghem, Robert-Julien van","243167","14"
"Maldere, Pierre van","Category:Maldere, Pierre van","168349","14"
"Maleingreau, Paul de","Category:Maleingreau, Paul de","26284","14"
"Malerbi, Luigi","Category:Malerbi, Luigi","305044","14"
"Maletz, Drew","Category:Maletz, Drew","182166","14"
"Malherbe, Charles","Category:Malherbe, Charles","165164","14"
"Malibrán, María","Category:Malibrán, María","383476","14"
"Malipiero, Gian Francesco","Category:Malipiero, Gian Francesco","180732","14"
"Maliszewski, Witold","Category:Maliszewski, Witold","67398","14"
"Malling, Jörgen","Category:Malling, Jörgen","266583","14"
"Malling, Otto","Category:Malling, Otto","47958","14"
"Malo, Charles","Category:Malo, Charles","396113","14"
"Malucelll, Luiz","Category:Malucelll, Luiz","386073","14"
"Malvezzi, Cristofano","Category:Malvezzi, Cristofano","254989","14"
"Mamontova, Mariya","Category:Mamontova, Mariya","224578","14"
"Manasse, Otto","Category:Manasse, Otto","444216","14"
"Manchicourt, Pierre de","Category:Manchicourt, Pierre de","452406","14"
"Mancinelli, Luigi","Category:Mancinelli, Luigi","213349","14"
"Mancini, A","Category:Mancini, A","193792","14"
"Mancini, Francesco","Category:Mancini, Francesco","193470","14"
"Mancini, Giambattista","Category:Mancini, Giambattista","61173","14"
"Mandel, Charles","Category:Mandel, Charles","83977","14"
"Mandl, Richard","Category:Mandl, Richard","303211","14"
"Mandola, Łukasz","Category:Mandola, Łukasz","307595","14"
"Mandozzi, Orfeo","Category:Mandozzi, Orfeo","124187","14"
"Mandyczewski, Eusebius","Category:Mandyczewski, Eusebius","166893","14"
"Manenti, Giovanni Piero","Category:Manenti, Giovanni Piero","443272","14"
"Manfredini, Francesco Onofrio","Category:Manfredini, Francesco Onofrio","90976","14"
"Mangean, Etienne","Category:Mangean, Etienne","193665","14"
"Mangeant, Sylvain","Category:Mangeant, Sylvain","399118","14"
"Mangeon, Edouard","Category:Mangeon, Edouard","81708","14"
"Manjón, Antonio Jimenez","Category:Manjón, Antonio Jimenez","103654","14"
"Mann, Adolph","Category:Mann, Adolph","230171","14"
"Mann, Gottfried","Category:Mann, Gottfried","353647","14"
"Mann, Joseph Arthur","Category:Mann, Joseph Arthur","47843","14"
"Mannelli, Carlo","Category:Mannelli, Carlo","64767","14"
"Manney, Charles Fonteyn","Category:Manney, Charles Fonteyn","390610","14"
"Manns, August","Category:Manns, August","320843","14"
"Manns, Christiane","Category:Manns, Christiane","321612","14"
"Manns, Ferdinand","Category:Manns, Ferdinand","126594","14"
"Manookian, Jeff","Category:Manookian, Jeff","115305","14"
"Mansfield, Daniel Hale","Category:Mansfield, Daniel Hale","364473","14"
"Mansfield, Orlando Augustine","Category:Mansfield, Orlando Augustine","303185","14"
"Manson, James","Category:Manson, James","426108","14"
"Mantia, Simone","Category:Mantia, Simone","460110","14"
"Manuel, Léo","Category:Manuel, Léo","399121","14"
"Manzotti, Giacomo Batista","Category:Manzotti, Giacomo Batista","330843","14"
"Mapelli, Luigi","Category:Mapelli, Luigi","433001","14"
"Maquaire, Lazare-Auguste","Category:Maquaire, Lazare-Auguste","310443","14"
"Marais, Marin","Category:Marais, Marin","5837","14"
"Marais, Roland","Category:Marais, Roland","53113","14"
"Mařák, Jan","Category:Mařák, Jan","370476","14"
"Marando, A.","Category:Marando, A.","132790","14"
"Marc, Thomas","Category:Marc, Thomas","224839","14"
"Marcadet, N.","Category:Marcadet, N.","433819","14"
"Marcailhou, Gatien","Category:Marcailhou, Gatien","217076","14"
"Marcelles, Paul","Category:Marcelles, Paul","195740","14"
"Marcello, Alessandro","Category:Marcello, Alessandro","123206","14"
"Marcello, Benedetto","Category:Marcello, Benedetto","43873","14"
"Marchal, Carlos","Category:Marchal, Carlos","124861","14"
"Marchand, Jean-Noël","Category:Marchand, Jean-Noël","140104","14"
"Marchand, Louis","Category:Marchand, Louis","9455","14"
"Marchand, Louis-Joseph","Category:Marchand, Louis-Joseph","141762","14"
"Marchant, Arthur William","Category:Marchant, Arthur William","76150","14"
"Marchant, John","Category:Marchant, John","383634","14"
"Marchesi, Mathilde","Category:Marchesi, Mathilde","64169","14"
"Marchesi, Salvatore","Category:Marchesi, Salvatore","87082","14"
"Marchetti, Fermo Dante","Category:Marchetti, Fermo Dante","405640","14"
"Marchetti, Filippo","Category:Marchetti, Filippo","103775","14"
"Marchetti, Tommaso","Category:Marchetti, Tommaso","400015","14"
"Marcolesco, D.J.","Category:Marcolesco, D.J.","287266","14"
"Marcos Crehuet, Tito","Category:Marcos Crehuet, Tito","92575","14"
"Marcucci, Curzio","Category:Marcucci, Curzio","398012","14"
"Maréchal, Henri","Category:Maréchal, Henri","140711","14"
"Marechal, Samuel","Category:Marechal, Samuel","434848","14"
"Marenco, Romualdo","Category:Marenco, Romualdo","404314","14"
"Marenzio, Luca","Category:Marenzio, Luca","61264","14"
"Marescalchi, Luigi","Category:Marescalchi, Luigi","108787","14"
"Margis, Alfred","Category:Margis, Alfred","462033","14"
"Mariani, Angelo","Category:Mariani, Angelo","456013","14"
"Mariani, Luis Leandro","Category:Mariani, Luis Leandro","120110","14"
"Marie, Gabriel Prosper","Category:Marie, Gabriel Prosper","48352","14"
"Marín García, Luis Ignacio","Category:Marín García, Luis Ignacio","184121","14"
"Marin, Marie-Martin Marcel","Category:Marin, Marie-Martin Marcel","169529","14"
"Marinelli, Giulio Cesare","Category:Marinelli, Giulio Cesare","264078","14"
"Marini, Biagio","Category:Marini, Biagio","47232","14"
"Marinier, Paul","Category:Marinier, Paul","443892","14"
"Mariotte, Antoine","Category:Mariotte, Antoine","309938","14"
"Mariotti, Mario","Category:Mariotti, Mario","230087","14"
"Mariotti, Olimpio","Category:Mariotti, Olimpio","441658","14"
"Marks, G. W.","Category:Marks, G. W.","222000","14"
"Markull, Friedrich Wilhelm","Category:Markull, Friedrich Wilhelm","77015","14"
"Marle, Nicolas de","Category:Marle, Nicolas de","432126","14"
"Marmolejo, Salvador","Category:Marmolejo, Salvador","197624","14"
"Marmontel, Antoine François","Category:Marmontel, Antoine François","8978","14"
"Marmontel, Antonin","Category:Marmontel, Antonin","287196","14"
"Marney, Davide C.","Category:Marney, Davide C.","41948","14"
"Marpert, Michel","Category:Marpert, Michel","69413","14"
"Marpurg, Friedrich Wilhelm","Category:Marpurg, Friedrich Wilhelm","136440","14"
"Marquerie, Auguste","Category:Marquerie, Auguste","418520","14"
"Marqués, Miguel","Category:Marqués, Miguel","96319","14"
"Marra, Hettorre della","Category:Marra, Hettorre della","395328","14"
"Marschalk, Max","Category:Marschalk, Max","233243","14"
"Marschner, Adolf Eduard","Category:Marschner, Adolf Eduard","385239","14"
"Marschner, Heinrich","Category:Marschner, Heinrich","49034","14"
"Marshall, Arthur","Category:Marshall, Arthur","434495","14"
"Marshall, Florence","Category:Marshall, Florence","290033","14"
"Marshall, Julian","Category:Marshall, Julian","266059","14"
"Marsick, Armand","Category:Marsick, Armand","166385","14"
"Marsick, Martin Pierre","Category:Marsick, Martin Pierre","95652","14"
"Marsolo, Pietro Maria","Category:Marsolo, Pietro Maria","284603","14"
"Marston, George","Category:Marston, George","178723","14"
"Marteau, Henri","Category:Marteau, Henri","37794","14"
"Martenot, Raphaël","Category:Martenot, Raphaël","323944","14"
"Marti, Esteban","Category:Marti, Esteban","399125","14"
"Martin de Villers, Henri Louis","Category:Martin de Villers, Henri Louis","462554","14"
"Martín y Coll, Antonio","Category:Martín y Coll, Antonio","253153","14"
"Martín y Soler, Vicente","Category:Martín y Soler, Vicente","171835","14"
"Martin, Alexis","Category:Martin, Alexis","47072","14"
"Martin, Claude","Category:Martin, Claude","432531","14"
"Martin, Easthope","Category:Martin, Easthope","66551","14"
"Martin, François","Category:Martin, François","297321","14"
"Martin, George Clement","Category:Martin, George Clement","412180","14"
"Martin, Robert-Charles","Category:Martin, Robert-Charles","339696","14"
"Martinenghi, Giovanni","Category:Martinenghi, Giovanni","236784","14"
"Martinet, André","Category:Martinet, André","355389","14"
"Martínez García, Salvador","Category:Martínez García, Salvador","177776","14"
"Martinez Imbert, Claudio","Category:Martinez Imbert, Claudio","78256","14"
"Martínez Rubiano, José Guillermo","Category:Martínez Rubiano, José Guillermo","304936","14"
"Martínez Rücker, Cipriano","Category:Martínez Rücker, Cipriano","152991","14"
"Martinez, Brian","Category:Martinez, Brian","233542","14"
"Martinez, Emanuel Nunes","Category:Martinez, Emanuel Nunes","333374","14"
"Martinez, Marianne","Category:Martinez, Marianne","185554","14"
"Martini, Giovanni Battista","Category:Martini, Giovanni Battista","52315","14"
"Martini, Jean Paul Egide","Category:Martini, Jean Paul Egide","37807","14"
"Martini, Johannes","Category:Martini, Johannes","108346","14"
"Martinn, Jacob-Joseph-Balthasar","Category:Martinn, Jacob-Joseph-Balthasar","221127","14"
"Martinů, Bohuslav","Category:Martinů, Bohuslav","80534","14"
"Martorell, Vicente","Category:Martorell, Vicente","81479","14"
"Martucci, Giuseppe","Category:Martucci, Giuseppe","23640","14"
"Marty, Adolphe","Category:Marty, Adolphe","305217","14"
"Marty, Georges","Category:Marty, Georges","145829","14"
"Martz, Aristide","Category:Martz, Aristide","153712","14"
"Marvia, Einari","Category:Marvia, Einari","433147","14"
"Marx, Adolf Bernhard","Category:Marx, Adolf Bernhard","40624","14"
"Marx, Joseph","Category:Marx, Joseph","198037","14"
"Marx-Markus, Charles","Category:Marx-Markus, Charles","63515","14"
"Marzials, Theophilus","Category:Marzials, Theophilus","188107","14"
"Marzo y Feo, Enrique","Category:Marzo y Feo, Enrique","241916","14"
"Marzo, Eduardo","Category:Marzo, Eduardo","185817","14"
"Mas y Serracant, Domingo","Category:Mas y Serracant, Domingo","364029","14"
"Mascagni, Pietro","Category:Mascagni, Pietro","46104","14"
"Masch, P. H.","Category:Masch, P. H.","192077","14"
"Maschera, Florentio","Category:Maschera, Florentio","78311","14"
"Mascia, Giuseppe","Category:Mascia, Giuseppe","96967","14"
"Mascitti, Michele","Category:Mascitti, Michele","148802","14"
"Masini, Francesco","Category:Masini, Francesco","230256","14"
"Masmanian, Daniel Krikor Libaret","Category:Masmanian, Daniel Krikor Libaret","173119","14"
"Mason I, William","Category:Mason I, William","317794","14"
"Mason, Daniel Gregory","Category:Mason, Daniel Gregory","67409","14"
"Mason, Deborah","Category:Mason, Deborah","182739","14"
"Mason, Lowell","Category:Mason, Lowell","164006","14"
"Mason, Quinn","Category:Mason, Quinn","162854","14"
"Mason, Timothy Battelle","Category:Mason, Timothy Battelle","392355","14"
"Mason, William","Category:Mason, William","25055","14"
"Massa, Alexandre Philippe Regnier de","Category:Massa, Alexandre Philippe Regnier de","454517","14"
"Massaino, Tiburtio","Category:Massaino, Tiburtio","112479","14"
"Massart, Jean-Noël","Category:Massart, Jean-Noël","329436","14"
"Masse, Jean Baptiste","Category:Masse, Jean Baptiste","11288","14"
"Massé, Victor","Category:Massé, Victor","85911","14"
"Massenet, Jules","Category:Massenet, Jules","4581","14"
"Massenzio, Domenico","Category:Massenzio, Domenico","293961","14"
"Massimi, Francesco","Category:Massimi, Francesco","58096","14"
"Masson, Fernand","Category:Masson, Fernand","100629","14"
"Massonneau, Louis","Category:Massonneau, Louis","191774","14"
"Masy, Jean Eudes","Category:Masy, Jean Eudes","207586","14"
"Matern, G.","Category:Matern, G.","285369","14"
"Mathé, Edouard","Category:Mathé, Edouard","442133","14"
"Mathews, William Smythe Babcock","Category:Mathews, William Smythe Babcock","221597","14"
"Mathias, Georges","Category:Mathias, Georges","101287","14"
"Mathieu, Émile","Category:Mathieu, Émile","372991","14"
"Matho, Jean Baptiste","Category:Matho, Jean Baptiste","124813","14"
"Matiegka, Wenzel Thomas","Category:Matiegka, Wenzel Thomas","67412","14"
"Matos Rodríguez, Gerardo Hernán","Category:Matos Rodríguez, Gerardo Hernán","171495","14"
"Mattei, Beatrice","Category:Mattei, Beatrice","444373","14"
"Mattei, Tito","Category:Mattei, Tito","121069","14"
"Matteis, Nicola","Category:Matteis, Nicola","77116","14"
"Matthay, Tobias","Category:Matthay, Tobias","9360","14"
"Mattheson, Johann","Category:Mattheson, Johann","11321","14"
"Matthews, Artie","Category:Matthews, Artie","166868","14"
"Matthews, Harvey Alexander","Category:Matthews, Harvey Alexander","219905","14"
"Matthews, John Sebastian","Category:Matthews, John Sebastian","235554","14"
"Matthews, John-Luke Mark","Category:Matthews, John-Luke Mark","130256","14"
"Matthey, Ulisse","Category:Matthey, Ulisse","414908","14"
"Matthison-Hansen, Frederik Hans","Category:Matthison-Hansen, Frederik Hans","463418","14"
"Matthison-Hansen, Gottfred","Category:Matthison-Hansen, Gottfred","64858","14"
"Matthison-Hansen, Hans","Category:Matthison-Hansen, Hans","460951","14"
